MarketCap,Domain,liability,assets,revenue,totalExpense,PAT,CashFlow,DtoE,currMarketCap,Acquired
76.97332805,Finance,6.936569127,37.53406735,24.33742526,4.798460653,4.204017256,32.77498945,0.306089943,1051.176844,FALSE
97.63197712,IT,6.415020199,44.56172043,7.408036799,8.030569042,2.404820902,29.27812426,0.405407583,775.6348356,TRUE
137.1965968,AutoMobile,3.563280504,32.93850545,32.11341282,8.471110461,9.801456062,39.02569469,0.175441094,921.1160732,FALSE
165.3373869,NBFC,5.344748433,50.38085073,7.419886373,5.425855415,7.422300282,36.10252094,0.657198972,542.625343,FALSE
244.1113366,Infrastructre,3.171336947,46.35608659,36.72267378,14.04913985,10.43299753,29.03704906,0.259672643,608.5106092,FALSE
271.3182134,Ecommerce,3.61289482,24.141106,37.72375321,9.156573184,0.445651777,19.06656584,0.08079094,488.4751415,FALSE
223.3650596,Commodities,4.834750248,41.48805478,13.65473916,6.769167025,12.42683096,13.4375836,0.431993077,589.0107071,FALSE
232.0540745,CyberSecurity,6.507528778,45.71869536,26.44180139,13.48302606,11.8491423,35.5113129,0.454021496,131.7714135,FALSE
261.0408502,CrudeOil,4.054957854,46.00572877,45.234234,3.382387618,10.97579611,30.30916075,0.556198398,1199.75327,TRUE
87.51226774,Finance,3.243501286,36.20671911,28.08818964,12.74724879,14.36775326,30.68618458,0.641530043,733.4069799,FALSE
141.0281989,IT,2.635512326,42.60774114,18.33351018,12.65667248,1.889914854,30.47111663,0.196907314,529.8609887,TRUE
137.6950004,AutoMobile,5.277747481,55.02833018,12.84457482,9.302238695,13.073325,10.19172862,0.297425925,603.416578,FALSE
168.2845173,NBFC,2.126512971,55.91048838,14.01637222,11.24247916,5.376502893,23.3416607,0.647997791,937.0985072,TRUE
154.7603796,Infrastructre,5.858824002,26.65987058,7.422102997,14.28762771,10.30638477,26.401856,0.669352041,407.6246999,TRUE
183.9437079,Ecommerce,7.313736091,20.17637206,10.51523105,8.485721295,0.212060826,19.39364998,0.881390009,489.8647198,FALSE
47.48648727,Commodities,2.288738741,50.28846786,7.598450963,6.609426367,4.351288563,33.03087822,0.253639321,788.1613622,FALSE
296.249144,CyberSecurity,4.787499705,54.08064905,36.51194786,13.61434759,8.251734144,27.91496553,0.060450961,324.1592338,FALSE
78.61507827,CrudeOil,1.801336733,58.62129759,24.55235104,7.469111115,9.099542177,15.79221413,0.024244788,965.328086,FALSE
119.9338913,Finance,4.876669361,29.77094958,28.80288843,7.464587539,0.186463156,19.23209947,0.884639177,700.3225392,TRUE
142.1740663,IT,6.369728747,31.99796408,10.41924051,6.674542612,11.83302409,18.01167756,0.210578012,1052.776965,FALSE
61.13607308,AutoMobile,6.000038486,31.00572484,30.49782808,11.20428403,13.1258715,30.54654602,0.270021093,946.3194195,TRUE
97.05514518,NBFC,1.181142603,53.87125934,18.02820709,9.364787607,4.019046841,14.51231867,0.739733594,435.6751206,TRUE
230.7891063,Infrastructre,4.680581962,46.97986408,36.62166385,13.55124265,6.769550201,29.91617392,0.824418058,787.7118071,FALSE
110.8192369,Ecommerce,7.749451177,32.94690229,5.256967782,14.70258972,5.001611769,20.29738158,0.826859964,324.8135352,FALSE
45.21110103,Commodities,4.901037493,43.39888952,26.4195544,12.05617609,4.032971607,29.57743289,0.213355476,604.6488047,TRUE
51.42715777,CyberSecurity,7.944902571,38.16081435,37.38495844,9.234549698,1.651370944,21.84790071,0.169906577,804.461913,TRUE
72.93295858,CrudeOil,3.768356119,39.90195046,36.65913391,13.37611565,5.572369985,21.03151688,0.542619807,823.7713566,FALSE
152.5151023,CyberSecurity,4.261351491,48.03765483,25.07504542,4.390449891,0.297291046,39.14261513,0.523800103,211.8248268,TRUE
220.6985779,CrudeOil,7.421223301,36.73027045,6.486391481,5.870796796,2.560002998,31.86574785,0.035759838,835.3640283,TRUE
208.1351087,Finance,3.584872545,40.00106899,12.04668058,10.01190562,8.445729028,15.81174195,0.04565458,739.407682,TRUE
177.5914518,IT,3.463085673,54.14397704,27.21092121,14.55245326,7.035253425,30.85711097,0.243750804,1149.259793,TRUE
289.4080527,AutoMobile,3.443351129,56.84136127,37.83786787,9.782685276,11.10380462,37.96849959,0.590168577,110.9920441,FALSE
61.04767277,NBFC,2.999949159,22.83509407,10.51774575,12.39181559,2.269395589,31.83160652,0.108370519,153.8477527,FALSE
185.8882422,Infrastructre,3.45609924,59.90820541,31.33894784,11.67180181,5.988660133,26.41996626,0.058683384,113.5821445,TRUE
235.895841,Ecommerce,7.897542351,44.22546899,31.48373384,6.128606211,0.334186322,29.57335105,0.062175383,1194.780451,FALSE
191.3331493,Commodities,2.610083059,48.79650753,29.65830963,14.77422305,0.155089231,23.52919648,0.535621584,691.666286,FALSE
261.2035977,CyberSecurity,3.550859863,44.42030039,13.08659436,8.95942339,12.7863391,38.594967,0.750963875,353.3591148,FALSE
125.992533,CrudeOil,3.466479686,30.10922029,46.234234,6.582012698,7.389778564,31.32888519,0.889642163,232.4825886,FALSE
84.27232545,Finance,1.703915911,35.06048672,33.32558966,12.68058781,6.280116111,26.44643638,0.595136796,555.6706226,FALSE
228.7706537,IT,5.082580946,23.40281086,30.42610722,10.84678314,7.931349959,18.08258142,0.339009359,685.2877866,FALSE
162.5630518,AutoMobile,1.273515689,44.32839106,18.33782416,4.304113396,3.024158933,25.04096177,0.746154974,670.3414473,FALSE
35.81970841,NBFC,7.720711583,30.46400367,10.4662116,3.350070278,3.750611316,27.64536219,0.800997615,737.2781038,TRUE
69.47838629,Infrastructre,6.124866869,36.92251246,9.844766696,11.8930288,0.046697143,14.08955792,0.09219293,325.3293697,FALSE
188.3430722,Ecommerce,2.827176555,58.16645189,28.85086852,14.97732652,13.24115105,36.42152432,0.168259571,618.7608499,TRUE
214.3169882,Commodities,1.990136934,39.40063027,36.135489,13.92648433,4.176012921,18.1853742,0.504320538,119.4844245,FALSE
37.51536855,CyberSecurity,1.917410935,57.51247512,23.72494892,3.755962957,7.100324981,27.69811356,0.86823575,1151.663861,FALSE
225.4553166,CrudeOil,2.986586067,57.48308132,9.031866372,13.7873375,8.563208138,14.89975777,0.380073797,1060.600575,TRUE
184.3158207,Finance,2.884336671,33.53364904,11.47111367,7.182399315,8.427671226,30.96779679,0.692638457,809.2673258,FALSE
185.9337205,IT,2.121441334,43.38942315,17.28597465,6.245700611,0.948559797,15.70570075,0.797694578,642.2183049,FALSE
139.9863139,AutoMobile,7.962983983,49.00159442,33.17360995,10.69401491,1.405895762,11.09039767,0.572887854,811.5229866,TRUE
261.7901434,NBFC,5.88168431,39.62049496,30.3432684,12.37721926,4.715843247,19.81034976,0.862128485,434.1443192,TRUE
294.3042763,Infrastructre,2.184974914,32.69979253,12.68154937,3.342079194,2.712952332,33.09510354,0.358132464,470.0005841,FALSE
117.8793614,Ecommerce,2.808015957,46.14079934,26.73016916,8.167423034,7.11713914,35.36195459,0.666683707,99.08907921,FALSE
45.10193897,Commodities,6.531854863,53.92882272,14.30903662,6.783729528,0.303434395,30.55122579,0.380854596,745.8052626,TRUE
210.2936379,CyberSecurity,7.457394828,55.76843221,18.66202535,9.991340122,12.49892829,36.17341963,0.241467997,586.4052917,FALSE
215.1457062,CrudeOil,3.907715507,50.47185909,24.10919025,12.80646249,5.273907335,34.19363202,0.234964251,360.8489463,TRUE
255.2434134,CyberSecurity,1.633334308,44.55265311,38.88907894,13.81729511,2.766460026,19.11099362,0.091704646,260.0358565,TRUE
47.09159695,CrudeOil,3.006652079,55.60378567,9.499275826,3.938585376,7.871843771,36.40482776,0.677549772,67.94178524,TRUE
138.6952791,Finance,3.118005055,40.52320088,23.48451356,12.4187107,2.916772071,27.2661804,0.579245357,617.0033886,FALSE
94.87648998,IT,2.119100565,25.62296981,34.5433462,9.144686175,9.208519593,39.39528649,0.467368396,908.2848776,TRUE
258.5483833,AutoMobile,6.149462867,20.59252322,9.002153828,8.191176498,14.19030359,16.51944289,0.542770887,315.0898622,TRUE
236.29823,NBFC,3.524798091,37.93253723,11.92379066,11.61229895,14.51414335,37.55211433,0.320993124,202.6247881,FALSE
202.183619,Infrastructre,6.866439831,59.36315997,16.71464345,7.390385703,12.96541854,36.82398789,0.111735777,120.845458,TRUE
147.6818045,Ecommerce,2.407954066,59.22743783,7.920481076,11.7116368,8.229175877,12.43793451,0.618763068,95.71025254,TRUE
55.85746606,Commodities,1.439434478,31.60561227,9.619740515,11.93820049,1.114902185,12.59285662,0.349764955,402.8288395,FALSE
200.4589806,CyberSecurity,4.730118595,22.85960423,30.83060142,3.741435208,11.02490952,13.58166232,0.159749689,334.3516737,FALSE
104.4956824,CrudeOil,1.322894171,42.51821705,47.234234,4.066291594,0.867551852,39.28622995,0.559694803,198.8900258,FALSE
111.7765734,Finance,5.216864691,48.62654577,21.93417723,5.471810817,1.058474897,30.59622733,0.386929791,637.9923956,TRUE
265.8633002,IT,2.226034088,40.37695582,30.12862699,4.515474887,13.79562922,28.5273187,0.705972377,50.34318201,FALSE
292.6693658,AutoMobile,4.326224373,53.34883183,34.55687142,7.499079752,6.82121299,23.32018485,0.166691831,1130.460796,FALSE
123.6099846,NBFC,6.11167091,31.86246423,37.53165485,14.92147856,9.686641512,22.92720905,0.885450261,368.3568032,TRUE
173.7127397,Infrastructre,3.760362998,54.29522729,9.469816599,13.59878381,10.23324361,36.38130937,0.07279262,959.2554764,TRUE
52.52859621,Ecommerce,3.419180185,40.31068455,29.80471461,7.453225457,8.810278715,13.08626155,0.338779361,1194.108299,FALSE
163.7158882,Commodities,3.831584086,23.9657448,28.39886387,8.620953595,14.00183651,24.25295756,0.152518489,1008.584553,FALSE
76.12694194,CyberSecurity,3.715219221,26.52904215,5.358315983,5.667732846,2.721819806,15.67648333,0.045398957,432.6756474,TRUE
234.734049,CrudeOil,7.743154546,43.64067346,27.51986459,3.300273804,13.08083397,33.43804012,0.779255514,811.6891744,TRUE
156.3939691,Finance,7.075238701,44.88820151,11.84187709,3.001577466,3.24204923,12.70225166,0.311226303,502.3536131,FALSE
139.0228542,IT,5.840094213,36.02943013,36.5540239,8.375191044,10.56364281,24.7845601,0.707082245,54.28302409,FALSE
261.0210312,AutoMobile,4.290082071,51.13281117,20.21071534,5.482082993,5.807869129,17.61048302,0.398311521,653.0497836,FALSE
202.54157,NBFC,3.253850578,34.44954153,30.77795507,4.165989401,6.457486889,38.76209668,0.133385913,1013.592022,TRUE
291.7447023,Infrastructre,1.002216445,36.7908075,5.811468399,10.24150644,11.14699999,14.27255414,0.832225399,457.2086485,TRUE
298.7544987,Ecommerce,4.646588179,40.36572392,34.78288649,5.803445869,0.031664823,29.89191278,0.632678603,975.0654454,FALSE
259.9286452,Commodities,1.272741033,54.09100082,20.73825121,12.54081876,4.112574866,26.82298189,0.345011188,516.2501,TRUE
249.8419907,CyberSecurity,5.355389692,36.90807973,28.40152623,10.38678625,11.49292627,30.70886388,0.353974551,163.2176145,TRUE
238.0452607,CrudeOil,6.535031412,49.77467772,27.18407444,6.701829905,10.68317263,39.02644865,0.2362892,1085.519733,TRUE
98.95281852,CyberSecurity,6.435016049,24.8766973,16.10483416,8.51954939,14.23902356,38.81709962,0.51287482,1057.668604,TRUE
78.13066665,CrudeOil,2.098611274,26.87576993,22.10220675,10.20344481,10.42437993,12.34152451,0.875084586,1157.546102,TRUE
145.8955665,Finance,1.204404992,26.66128973,39.24643902,13.75645929,4.426111806,25.48064664,0.584970136,99.38679455,FALSE
184.0842212,IT,7.307819446,22.79565445,10.8361245,9.650837898,12.33825078,12.817786,0.033623867,526.6814204,TRUE
173.0149734,AutoMobile,4.128573515,55.28124212,18.58966491,8.808750701,8.563469881,21.50877316,0.698363873,84.39583407,TRUE
260.9865641,NBFC,1.583759287,30.56127568,34.6811048,9.439648379,3.839560407,28.5027225,0.867651735,162.3452523,FALSE
56.2188293,Infrastructre,6.222249884,54.03232001,14.24230463,13.55944729,11.59405689,32.14965071,0.386576816,1057.600557,TRUE
224.2186323,Ecommerce,1.014921156,37.64669563,9.616683251,5.707433567,11.31785117,13.79966038,0.445906125,414.4820632,FALSE
31.79010053,Commodities,2.066077333,30.86336739,14.58593487,10.80285159,2.88291605,12.36396561,0.831532225,89.03590108,FALSE
256.6222346,CyberSecurity,1.346293849,26.62602598,13.12787435,3.081000268,5.278858462,37.77364488,0.693314983,467.7234898,FALSE
272.4248747,CrudeOil,6.854054577,31.34844154,48.234234,3.724217154,8.400582548,29.01123871,0.628232515,920.71054,FALSE
161.8334937,Finance,4.838594986,59.56367859,35.75281917,4.073006096,2.319833603,34.59380105,0.632253545,364.328802,TRUE
144.369057,IT,1.177415137,32.31073063,20.6309384,6.459310021,5.901353464,14.34683061,0.410573774,1114.400398,FALSE
87.10082155,AutoMobile,5.919441551,36.73384388,8.936821219,4.122166436,14.89552172,16.70071742,0.25485049,422.2931272,FALSE
56.57207681,NBFC,1.755808928,44.61988482,38.59002248,12.92177893,13.30398747,28.94176402,0.300066348,289.0109629,FALSE
62.59660406,Infrastructre,4.458355867,45.6907325,29.75837081,10.31864443,1.094029915,25.48444995,0.546075102,900.4276389,TRUE
91.67879408,Ecommerce,6.434017366,33.36823812,22.62704849,14.38167017,1.322348072,11.28440709,0.617910306,761.0826617,TRUE
212.1451071,Commodities,3.546294736,43.1425195,33.80846607,9.694829097,0.20646118,14.24763424,0.851354956,613.6960841,FALSE
240.5390141,CyberSecurity,1.423034263,45.05416694,18.8526939,13.55294243,8.187211622,24.30136616,0.725980345,236.7856512,TRUE
177.0752816,CrudeOil,7.361819011,56.69509184,34.48424677,9.371623892,3.842875671,22.85279514,0.654900487,506.3843088,FALSE
286.511263,Finance,1.285100169,39.53142982,15.8677524,7.091109106,0.570868228,29.16150534,0.048349423,318.4003566,TRUE
216.0687341,IT,7.715064875,54.80337167,16.11791739,14.65243342,11.82734557,14.09996426,0.527619569,897.680274,FALSE
74.24130196,AutoMobile,1.750590336,50.9858116,16.46578425,6.365027514,3.241126087,28.26694718,0.486856415,452.0136564,TRUE
296.2635181,NBFC,3.871121947,52.10851309,8.572917268,11.95939886,7.628843951,21.62565342,0.675246721,123.635416,FALSE
117.9324088,Infrastructre,1.55067132,53.71124178,31.95091719,14.51633811,1.138453625,31.37147828,0.045671856,1184.304161,FALSE
171.1126631,Ecommerce,4.431832812,25.53173599,33.4990038,12.56269412,0.060516154,18.61970964,0.134977727,649.2875737,FALSE
73.06899098,Commodities,6.491343063,51.66662939,26.31226376,11.37586039,14.00698696,30.99271779,0.432568858,171.5444955,FALSE
135.4961829,CyberSecurity,4.059402572,57.41502137,24.85468831,10.71808861,7.337931807,16.92405495,0.669985251,399.7256754,TRUE
256.0797835,CrudeOil,2.08515142,39.93983542,32.96439778,6.968125461,9.570145037,35.44919593,0.854466784,1033.860301,TRUE
164.8137523,CyberSecurity,4.072578558,30.12449357,38.25232943,7.349714006,7.831771108,29.38921947,0.028069743,408.9710659,FALSE
148.3440402,CrudeOil,3.975371269,54.83777115,18.69689257,6.638247209,0.148564706,25.11996695,0.871180895,217.8666602,TRUE
154.4259508,Finance,1.226434023,51.54078102,23.76578297,9.279812276,14.34402181,16.27219918,0.620016657,172.2435562,FALSE
238.0575921,IT,6.941128083,48.76454912,24.97486198,5.906337121,9.867145112,30.67093482,0.542280717,1152.041342,TRUE
82.88911822,AutoMobile,2.07309107,39.15484025,28.38060032,4.494347228,9.847696438,20.20499099,0.596540467,1160.422539,FALSE
193.743512,NBFC,2.551653084,41.49280388,9.660534684,12.7659101,2.998602688,22.36071058,0.302329188,550.9058324,FALSE
172.6944942,Infrastructre,2.22958457,29.41866865,31.8416005,11.28694063,4.244534744,15.29745718,0.498460459,485.4589084,FALSE
158.6463213,Ecommerce,2.670013271,21.91187129,37.29339794,3.367131029,9.553583626,31.25427574,0.333447814,560.4009974,TRUE
270.8787665,Commodities,3.182020397,45.31690265,19.55155004,10.2243738,2.185880512,18.51706092,0.797746518,915.5004071,FALSE
298.5423875,CyberSecurity,7.26205824,35.30012268,11.07761924,7.364685013,0.182305555,33.00908255,0.48340862,182.6714779,TRUE
166.3288679,CrudeOil,6.835044941,43.66724549,49.234234,10.74349945,10.19574898,34.42019928,0.14272243,951.5603754,TRUE
195.6556528,Finance,2.782138504,38.53260959,11.82415349,8.725930281,5.136824113,13.71375051,0.118171412,727.4982961,TRUE
207.7351503,IT,7.161523473,46.39040929,16.81177963,5.533502824,14.24551531,11.01689841,0.832021309,909.8958486,TRUE
162.9832833,AutoMobile,7.88028199,51.46130602,32.93974724,4.031110524,13.61494475,19.09895498,0.090227671,484.7725076,TRUE
86.71551195,NBFC,6.951750023,48.71728641,33.61189684,12.19757417,5.308171073,29.03414196,0.263003032,832.1780439,FALSE
272.4183084,Infrastructre,3.053875611,21.30974825,27.96986122,3.644019761,9.65005571,15.68368855,0.098103516,433.1755112,TRUE
137.9580819,Ecommerce,5.297035707,28.28965271,22.10194818,11.89839557,3.277533615,22.07783675,0.791272819,379.1611808,FALSE
179.2499199,Commodities,5.657918044,47.63117039,25.27928621,12.93360787,3.542840959,30.89344456,0.791025278,1174.633024,TRUE
84.81663783,CyberSecurity,7.349983809,37.23736452,16.2773481,13.86017624,7.788564581,26.01933167,0.651301123,904.409437,FALSE
189.6846509,CrudeOil,5.241034346,39.47778934,8.660151725,6.899816667,3.829045284,12.17931393,0.763689048,536.698784,TRUE
169.5162827,Finance,2.212909672,35.67870229,24.16459155,3.575265593,3.70053158,28.38339184,0.721023111,1056.655046,TRUE
140.2722283,IT,5.090838314,58.03500427,25.62101217,4.150704688,9.151053643,32.99233086,0.405769623,109.5245714,FALSE
132.8544666,AutoMobile,4.799999095,27.9689021,23.99041795,7.489454242,4.338186241,11.90342381,0.422846681,923.3786617,FALSE
124.0847451,NBFC,1.332510581,38.77242578,25.04250436,5.361402864,1.73614214,28.63374665,0.338617708,146.9686757,TRUE
97.73500323,Infrastructre,4.413952233,41.63083674,21.76772159,9.686524856,13.26409023,13.34638768,0.546943706,227.4187875,TRUE
185.1623466,Ecommerce,2.86822346,56.49509977,23.09923249,8.882527698,11.90564507,10.92803366,0.495494722,70.24954169,FALSE
197.3896309,Commodities,4.317600686,41.01600221,23.38596685,8.002853091,12.27384959,39.32829066,0.687529536,379.7958418,FALSE
229.0584284,CyberSecurity,4.364577147,22.12781766,38.08006571,6.093200967,13.08069514,33.82935449,0.884316342,189.1565938,FALSE
165.6750607,CrudeOil,3.477359161,52.35769516,15.59804548,10.40075135,3.874452772,15.01083408,0.505082354,1104.779115,FALSE
274.1595956,CyberSecurity,7.603781844,38.73009039,30.80022474,14.30862006,5.417357682,33.40359949,0.000830808,605.3571099,FALSE
164.2362868,CrudeOil,5.411670805,52.40975637,21.1375262,7.360074701,0.353806036,33.58630374,0.632396073,787.8772248,TRUE
112.1209851,Finance,6.617784742,42.44572555,30.84694143,11.10821209,13.51630546,27.91430359,0.597521532,445.7682615,FALSE
210.3809356,IT,6.638567227,29.07101705,32.74511142,12.65639978,3.871040089,24.91843238,0.716828015,1097.140472,TRUE
211.4086577,AutoMobile,1.592397114,56.98449618,27.54566649,4.272117182,13.57070652,17.25676224,0.268067501,600.11388,FALSE
108.2693223,NBFC,3.30130532,22.60217872,22.23219962,8.916235625,6.269733172,36.71717127,0.551753902,146.5869376,TRUE
109.8737993,Infrastructre,6.370887061,28.66329494,28.59041509,10.0383069,9.40067251,13.57331809,0.783858486,731.864919,FALSE
222.2771278,Ecommerce,1.555795042,34.11388643,27.37122647,14.1243519,2.672656349,29.12760998,0.050020903,783.1387879,TRUE
120.8041408,Commodities,6.910629707,41.64274561,27.47878082,9.860463953,1.46166437,34.63870142,0.511304489,317.1982292,TRUE
81.90253252,CyberSecurity,4.454924997,53.23488311,22.92907349,5.19478899,8.650115505,20.48204518,0.058278487,298.7003754,TRUE
164.6243179,CrudeOil,3.471026499,26.79047285,50.234234,11.00445968,0.532433737,11.04354791,0.773317295,186.258464,TRUE
174.9902804,Finance,2.059185787,59.52288483,35.9884376,4.041412441,7.582159758,24.30635352,0.54214636,978.2455508,TRUE
113.6512384,IT,6.942738739,36.78055105,21.06060532,8.33249894,2.376556165,21.76616317,0.191138177,867.9015294,FALSE
167.966342,AutoMobile,1.211627311,40.13740583,11.978317,6.859335487,8.786027821,30.22457775,0.758606576,116.7774246,TRUE
235.018375,NBFC,7.393262197,35.29010846,10.18943683,10.4497213,5.564661064,33.89004568,0.534279519,853.8809687,TRUE
267.3618658,Infrastructre,6.915507488,24.83423752,18.34061609,9.582668657,1.316456485,15.17563665,0.068547685,1198.156488,TRUE
99.45726344,Ecommerce,3.267379276,23.68749205,25.89155426,6.278381795,14.63253157,11.93942739,0.887305967,924.2967016,FALSE
186.5856462,Commodities,6.950112016,49.47390161,6.417060769,5.356116643,2.068951856,11.51023139,0.119505362,335.4366055,FALSE
273.6117849,CyberSecurity,7.502942553,45.42181234,12.95261942,7.348508023,14.72079953,35.11699725,0.261166689,704.1721926,TRUE
146.2989821,CrudeOil,3.039071528,23.77133527,30.41507861,7.69362408,8.24309088,10.4026906,0.899783273,979.7894259,FALSE
226.8608584,Finance,5.374023301,25.58421503,23.94581053,9.802276147,2.321032404,33.91880452,0.234850256,302.8733658,FALSE
133.6359628,IT,6.285685835,35.17355928,5.4875119,14.72646553,3.945225467,22.77372653,0.051839602,963.3717699,TRUE
172.6333177,AutoMobile,6.458432193,48.23998476,8.973398128,8.626352876,9.902829453,33.87463554,0.809192517,357.5575859,TRUE
82.22846319,NBFC,4.801331763,51.47859128,32.53022177,13.31785524,12.7087375,15.49205071,0.609324811,119.2617181,TRUE
129.1494374,Infrastructre,2.38639475,36.25593419,16.54911869,3.056962743,1.502023312,27.57836362,0.010300218,126.9419173,FALSE
199.3383206,Ecommerce,7.269075495,49.60437696,30.44468133,5.013671707,14.60775711,22.10901018,0.571521831,76.34434232,TRUE
147.9918944,Commodities,2.587741001,27.37066034,19.5560523,5.172144629,3.226766012,11.35844985,0.402484409,691.6460399,TRUE
112.2236785,CyberSecurity,5.831879455,45.82261535,16.6876923,12.41585826,0.336701808,17.5511297,0.207946937,491.5077114,TRUE
181.5535524,CrudeOil,6.881115267,26.97778106,16.24565016,4.369442229,12.89895733,12.90303455,0.899962963,296.238374,TRUE
114.227346,CyberSecurity,3.162505408,25.3373352,18.5674161,5.15953888,1.037823931,31.52866287,0.131297215,347.0730321,FALSE
